date_vente;Id_point_de_vente;Id_produit;Quantite
13/08/2015;18;5;2
02/07/2014;16;6;3
13/02/2015;13;4;4
23/10/2015;20;203;4
07/11/2014;17;201;4
07/09/2015;19;5;5
16/07/2014;15;6;5
04/11/2015;21;101;2
03/04/2014;13;102;2
01/08/2015;13;103;1
10/05/2014;13;104;1
03/09/2015;18;105;1
24/05/2015;10;201;1
18/09/2015;16;202;3
31/10/2014;22;203;4
19/08/2014;20;204;2
22/08/2015;12;1;1
19/11/2015;22;2;1
20/12/2014;24;3;1
15/03/2016;10;101;2
25/04/2014;23;102;3
25/01/2014;13;5;5
01/02/2014;18;6;2
11/01/2016;12;4;3
22/02/2016;10;203;5
03/03/2015;22;201;6
30/01/2015;25;5;4
01/03/2015;24;6;2
20/05/2014;11;101;3
04/08/2014;11;102;8
10/12/2014;12;103;1
08/04/2015;13;104;2
23/05/2014;22;105;3
20/01/2014;10;201;4
03/06/2014;22;202;4
03/09/2014;16;203;4
01/01/2014;12;204;5
21/11/2015;17;1;5
17/10/2015;18;2;2
29/05/2015;22;3;2
21/04/2014;23;101;1
01/10/2015;14;105;1
11/02/2014;16;4;1
01/03/2014;18;1;1
21/02/2016;15;1;3
08/06/2014;14;1;4
21/11/2014;10;2;2
04/10/2014;17;3;1
23/11/2015;12;1;1
12/09/2014;22;1;1
30/12/2015;18;5;2
01/12/2014;19;102;3
13/02/2015;16;103;5
04/04/2015;24;5;2
31/03/2015;21;6;3
15/05/2014;17;101;5
03/02/2015;19;102;6
18/02/2014;17;103;4
29/03/2015;12;104;2
10/03/2014;21;105;3
10/09/2015;20;201;8
24/05/2014;21;202;1
07/10/2014;21;203;2
10/09/2015;14;204;3
08/12/2015;23;1;4
29/07/2015;14;2;4
21/04/2014;10;3;4
07/10/2015;20;101;5
28/02/2014;15;102;5
18/12/2014;14;5;2
16/07/2015;11;6;2
22/02/2014;16;4;1
22/06/2014;23;203;1
30/03/2015;17;201;1
01/06/2015;25;5;1
09/03/2016;14;6;3
01/04/2015;21;101;4
11/01/2014;25;102;2
30/12/2014;22;103;1
07/08/2014;22;104;1
10/10/2015;13;105;1
08/07/2015;20;201;2
13/04/2014;16;202;3
15/08/2014;19;203;5
14/12/2014;14;204;2
02/03/2016;18;1;3
06/02/2014;25;2;5
09/03/2015;10;3;6
24/01/2016;19;101;4
16/02/2016;18;102;2
11/12/2015;17;5;3
02/09/2014;20;6;8
24/07/2015;19;4;1
30/09/2014;23;203;2
12/09/2015;20;201;3
02/04/2015;24;5;4
12/05/2014;19;6;4
30/01/2015;11;101;4
16/09/2014;13;102;5
27/07/2015;15;103;5
29/05/2015;11;104;2
24/11/2015;23;105;2
12/07/2014;20;201;1
02/03/2015;22;202;1
01/10/2014;19;203;1
12/05/2015;18;204;1
07/08/2014;10;1;3
22/01/2016;11;2;4
20/04/2015;21;3;2
07/02/2015;17;101;1
22/02/2015;10;105;1
05/10/2015;11;4;1
03/10/2014;12;1;2
25/10/2014;23;1;3
06/03/2015;22;1;5
01/08/2015;21;2;2
22/08/2014;11;3;3
03/09/2014;15;1;5
18/02/2014;23;1;6
20/11/2015;11;5;4
05/08/2014;21;102;2
10/03/2015;10;103;3
11/08/2015;22;5;8
11/09/2014;10;6;1
12/02/2016;21;101;2
12/03/2014;22;102;3
03/05/2015;17;103;4
12/04/2014;13;104;4
11/01/2016;20;105;4
06/08/2014;11;201;5
05/03/2015;12;202;5
22/05/2014;16;203;2
22/11/2014;20;204;2
05/04/2015;20;1;1
14/02/2014;18;2;1
13/11/2014;25;3;1
03/08/2015;10;101;1
09/10/2015;16;102;3
01/07/2014;16;5;4
11/09/2015;21;6;2
22/05/2014;20;4;1
02/01/2014;16;203;1
11/11/2015;11;201;1
09/06/2014;10;5;2
20/03/2014;16;6;3
12/09/2014;20;101;5
07/03/2016;23;102;2
15/11/2014;18;103;3
26/05/2014;23;104;5
18/07/2015;22;105;6
11/04/2014;15;201;4
17/02/2016;17;202;2
23/02/2014;20;203;3
30/04/2014;19;204;8
13/12/2015;18;1;1
16/01/2016;25;2;2
01/05/2015;11;3;3
16/04/2015;10;101;4
10/09/2015;23;102;4
09/05/2015;15;5;4
14/01/2014;18;6;5
05/01/2014;25;4;5
24/06/2015;14;203;2
06/11/2015;15;201;2
09/02/2016;21;5;1
28/08/2014;25;6;1
17/12/2014;23;101;1
09/10/2014;11;102;1
27/04/2015;20;103;3
15/10/2015;10;104;4
12/09/2014;15;105;2
04/09/2015;21;201;1
08/04/2015;15;202;1
30/11/2015;14;203;1
26/02/2014;21;204;2
08/03/2016;13;1;3
23/11/2015;25;2;5
23/11/2014;25;3;2
27/07/2014;17;101;3
09/08/2014;24;105;5
22/01/2014;14;4;6
30/03/2014;12;1;4
26/04/2014;17;1;2
14/02/2016;20;1;3
07/09/2015;12;2;8
25/02/2015;13;3;1
14/07/2014;18;1;2
13/04/2015;18;1;3
11/02/2014;13;5;4
31/01/2014;10;102;4
27/09/2015;18;103;4
03/02/2015;12;5;5
20/04/2015;18;6;5
22/10/2014;20;101;2
24/11/2015;18;102;2
10/07/2015;17;103;1
04/01/2014;17;104;1
09/09/2014;11;105;1
05/02/2015;14;201;1
22/08/2014;24;202;3
22/05/2015;12;203;4
01/05/2015;18;204;2
10/06/2015;16;1;1
20/11/2014;11;2;1
28/11/2014;10;3;1
03/07/2014;20;101;2
30/11/2014;25;102;3
28/07/2014;17;5;5
01/04/2015;14;6;2
12/01/2016;10;4;3
24/07/2014;11;203;5
08/09/2014;24;201;6
25/07/2015;23;5;4
20/01/2015;21;6;2
06/07/2014;11;101;3
12/08/2015;22;102;8
05/09/2014;10;103;1
24/01/2016;21;104;2
31/05/2015;18;105;3
03/06/2014;19;201;4
27/10/2015;17;202;4
20/01/2015;12;203;4
15/02/2016;25;204;5
08/02/2015;19;1;5
22/08/2014;11;2;2
13/07/2014;17;3;2
12/03/2016;11;101;1
08/02/2014;14;102;1
01/09/2014;14;5;1
30/06/2014;10;6;1
24/05/2015;11;4;3
14/11/2014;24;203;4
10/04/2014;16;201;2
05/09/2015;24;5;1
11/12/2014;23;6;1
14/12/2014;24;101;1
24/09/2015;10;102;2
28/06/2015;13;103;3
11/08/2015;25;104;5
27/07/2015;25;105;2
25/03/2015;21;201;3
18/07/2014;22;202;5
15/03/2014;20;203;6
19/06/2015;13;204;4
29/11/2014;11;1;2
23/08/2015;23;2;3
24/11/2014;16;3;8
10/02/2015;25;101;1
13/08/2015;13;105;2
24/03/2014;17;4;3
23/02/2014;24;1;4
19/10/2014;14;1;4
24/08/2014;19;1;4
17/01/2014;20;2;5
29/09/2015;10;3;5
01/12/2015;15;1;2
02/05/2015;10;1;2
15/05/2014;14;5;1
21/10/2014;18;102;1
06/05/2014;23;103;1
15/02/2014;18;5;1
09/07/2014;22;6;3
13/08/2014;15;101;4
18/02/2015;10;102;2
26/11/2014;17;103;1
16/01/2014;16;104;1
05/12/2014;19;105;1
28/10/2015;15;201;2
10/08/2015;11;202;3
18/07/2015;21;203;5
13/01/2015;13;204;2
12/10/2015;22;1;3
03/01/2015;11;2;5
03/04/2015;17;3;6
11/06/2015;24;101;4
15/01/2015;14;102;2
03/04/2015;25;5;3
06/09/2015;16;6;8
23/01/2014;13;4;1
31/01/2016;22;203;2
25/02/2014;20;201;3
07/03/2016;17;5;4
14/03/2014;21;6;4
07/10/2015;10;101;4
15/06/2015;13;102;5
20/07/2014;21;103;5
06/07/2014;24;104;2
13/01/2014;11;105;2
21/09/2015;23;201;1
29/11/2014;17;202;1
09/06/2014;20;203;1
26/07/2015;25;204;1
13/03/2014;13;1;3
06/02/2014;13;2;4
26/05/2014;16;3;2
16/11/2014;15;101;1
22/03/2014;15;102;1
01/02/2016;20;5;1
31/05/2014;12;6;2
22/02/2014;12;4;3
19/05/2014;20;203;5
27/02/2015;25;201;2
22/09/2015;15;5;3
25/05/2014;16;6;5
29/11/2015;11;101;6
08/06/2014;19;102;4
16/11/2015;14;103;2
31/10/2014;14;104;3
19/03/2015;19;105;8
24/03/2014;22;201;1
12/05/2014;14;202;2
25/11/2014;22;203;3
14/08/2014;12;204;4
14/01/2016;24;1;4
07/12/2014;10;2;4
29/10/2014;13;3;5
28/06/2015;16;101;5
11/07/2015;19;105;2
22/08/2015;10;4;2
12/10/2014;10;1;1
16/11/2015;20;1;1
05/11/2015;22;1;1
16/11/2015;21;2;1
20/07/2015;10;3;3
11/07/2014;24;1;4
24/11/2015;15;1;2
23/07/2014;21;5;1
07/09/2014;15;102;1
27/07/2014;24;103;1
23/09/2014;22;5;2
01/12/2015;21;6;3
20/09/2014;17;101;5
14/09/2014;18;102;2
03/06/2014;21;103;3
06/01/2016;23;104;5
17/01/2015;14;105;6
25/06/2015;18;201;4
13/07/2015;10;202;2
27/02/2014;17;203;3
28/01/2016;21;204;8
01/08/2014;16;1;1
28/03/2015;11;2;2
04/05/2015;15;3;3
23/02/2014;13;101;4
06/02/2014;20;102;4
02/06/2014;20;5;4
04/05/2015;12;6;5
20/11/2014;20;4;5
28/10/2015;24;203;2
20/06/2014;20;201;2
16/12/2014;14;5;1
01/01/2016;10;6;1
16/10/2014;17;101;1
11/08/2014;24;102;1
07/05/2015;13;103;3
22/01/2016;19;104;4
02/08/2014;14;105;2
08/02/2014;22;201;1
25/01/2015;13;202;1
16/06/2015;11;203;1
26/09/2014;24;204;2
14/06/2014;11;1;3
24/01/2016;11;2;5
24/08/2014;17;3;2
04/01/2015;11;101;3
21/07/2014;22;102;5
20/01/2016;16;5;6
15/04/2015;19;6;4
20/02/2015;14;4;2
26/03/2014;14;203;3
09/01/2015;14;201;8
25/01/2014;10;5;1
17/12/2015;12;6;2
12/09/2015;23;101;3
04/11/2015;17;102;4
06/09/2014;10;103;4
05/01/2015;16;104;4
08/09/2015;18;105;5
27/07/2015;12;201;5
15/02/2015;19;202;2
11/08/2014;22;203;2
10/04/2015;24;204;1
24/05/2015;18;1;1
13/12/2014;21;2;1
15/05/2015;25;3;1
07/11/2015;13;101;3
10/05/2015;17;105;4
06/05/2014;17;4;2
11/01/2015;12;1;1
09/12/2014;16;1;1
03/05/2015;22;1;1
19/02/2016;10;2;2
02/07/2015;15;3;3
13/12/2014;15;1;5
17/10/2014;15;1;2
17/06/2015;22;5;3
31/12/2014;16;102;5
24/06/2014;25;103;6
20/08/2014;24;5;4
11/07/2014;23;6;2
09/10/2015;10;101;3
13/02/2016;18;102;8
11/09/2015;14;103;1
19/12/2014;14;104;2
08/06/2014;15;105;3
23/09/2015;14;201;4
30/10/2015;16;202;4
13/12/2015;13;203;4
20/08/2014;11;204;5
14/02/2014;16;1;5
05/07/2015;10;2;2
21/02/2016;17;3;2
08/01/2016;14;101;1
18/01/2015;23;102;1
31/08/2015;13;5;1
25/06/2015;21;6;1
03/12/2014;20;4;3
13/06/2014;19;203;4
14/12/2015;10;201;2
24/02/2016;13;5;1
20/01/2016;19;6;1
16/01/2014;20;101;1
27/11/2015;12;102;2
09/09/2015;16;103;3
30/04/2015;17;104;5
28/11/2014;19;105;2
10/02/2015;24;201;3
04/08/2015;19;202;5
12/01/2016;11;203;6
20/10/2015;22;204;4
17/02/2014;11;1;2
22/12/2015;19;2;3
27/11/2015;16;3;8
18/06/2014;13;101;1
27/08/2015;18;102;2
03/12/2015;12;5;3
25/10/2015;10;6;4
02/06/2014;19;4;4
27/05/2014;10;203;4
01/01/2014;16;201;5
16/03/2014;20;5;5
01/08/2014;20;6;2
08/07/2014;18;101;2
22/03/2015;12;102;1
10/01/2015;10;103;1
16/01/2016;11;104;1
22/02/2015;10;105;1
14/11/2015;24;201;3
21/01/2014;19;202;4
04/05/2015;24;203;2
11/02/2015;18;204;1
14/11/2014;12;1;1
13/03/2015;22;2;1
06/09/2015;12;3;2
07/05/2014;10;101;3
20/08/2014;22;105;5
29/08/2014;13;4;2
25/09/2015;13;1;3
12/01/2014;20;1;5
06/01/2016;11;1;6
28/12/2015;10;2;4
17/02/2015;20;3;2
10/02/2015;19;1;3
03/01/2016;11;1;8
18/01/2015;10;5;1
26/08/2015;20;102;2
01/03/2014;18;103;3
29/12/2014;21;5;4
06/05/2015;17;6;4
14/04/2014;11;101;4
30/03/2015;24;102;5
16/02/2014;17;103;5
02/08/2015;25;104;2
07/12/2015;15;105;2
17/08/2014;14;201;1
24/06/2014;15;202;1
02/04/2015;17;203;1
25/03/2015;25;204;1
09/02/2015;10;1;3
12/09/2014;17;2;4
01/03/2015;15;3;2
27/09/2014;16;101;1
07/04/2015;15;102;1
26/12/2014;11;5;1
21/02/2015;21;6;2
22/02/2015;13;4;3
28/09/2014;10;203;5
13/02/2014;22;201;2
28/01/2014;10;5;3
26/06/2015;14;6;5
10/11/2015;21;101;6
24/02/2014;19;102;4
04/09/2015;22;103;2
23/10/2015;19;104;3
25/04/2014;10;105;8
03/03/2014;25;201;1
06/01/2016;21;202;2
16/09/2014;25;203;3
16/03/2015;25;204;4
03/04/2014;16;1;4
24/09/2015;19;2;4
14/09/2015;11;3;5
06/02/2016;24;101;5
05/08/2014;21;102;2
19/12/2014;18;5;2
04/02/2016;10;6;1
30/05/2014;12;4;1
20/10/2015;15;203;1
05/05/2015;18;201;1
10/03/2014;18;5;3
11/12/2015;21;6;4
03/06/2015;20;101;2
15/05/2014;22;102;1
30/01/2016;22;103;1
12/05/2014;11;104;1
21/11/2015;22;105;2
22/06/2015;18;201;3
24/11/2015;14;202;5
04/11/2015;15;203;2
30/06/2015;14;204;3
03/04/2014;10;1;5
03/06/2015;17;2;6
24/08/2015;11;3;4
08/10/2015;16;101;2
05/05/2014;15;105;3
09/08/2015;21;4;8
05/04/2014;21;1;1
12/09/2015;14;1;2
27/01/2015;22;1;3
14/08/2014;14;2;4
14/07/2015;13;3;4
20/01/2015;14;1;4
11/09/2014;16;1;5
11/06/2014;21;5;5
28/06/2014;11;102;2
31/10/2015;10;103;2
08/01/2014;23;5;1
08/03/2015;15;6;1
12/12/2015;18;101;1
07/02/2015;17;102;1
04/05/2014;20;103;3
01/05/2014;15;104;4
06/04/2015;11;105;2
16/10/2014;25;201;1
28/08/2015;16;202;1
06/07/2015;24;203;1
14/02/2016;11;204;2
14/09/2014;10;1;3
30/01/2015;25;2;5
25/04/2014;21;3;2
22/02/2015;12;101;3
19/03/2015;18;102;5
25/02/2015;20;5;6
12/11/2015;13;6;4
12/01/2014;12;4;2
24/05/2014;18;203;3
03/11/2014;22;201;8
26/03/2015;12;5;1
29/01/2014;18;6;2
27/04/2015;22;101;3
29/06/2015;24;102;4
20/09/2015;16;103;4
12/02/2015;17;104;4
24/04/2014;14;105;5
08/04/2014;14;201;5
03/07/2014;17;202;2
25/05/2014;18;203;2
25/05/2014;13;204;1
04/08/2015;21;1;1
11/01/2015;13;2;1
21/12/2015;14;3;1
10/08/2014;16;101;3
15/02/2016;23;102;4
07/02/2016;15;5;2
16/01/2014;18;6;1
01/10/2014;12;4;1
09/01/2014;14;203;1
19/08/2014;12;201;2
05/03/2016;18;5;3
29/05/2014;24;6;5
26/07/2015;14;101;2
13/06/2014;19;102;3
26/12/2014;14;103;5
15/09/2015;23;104;6
22/01/2014;13;105;4
18/03/2015;21;201;2
07/12/2014;18;202;3
20/09/2014;21;203;8
24/01/2016;13;204;1
17/09/2015;16;1;2
17/04/2014;25;2;3
16/02/2014;24;3;4
29/06/2014;23;101;4
12/05/2015;23;105;4
28/04/2015;21;4;5
08/07/2015;22;1;5
18/05/2014;13;1;2
05/06/2014;13;1;2
05/02/2016;16;2;1
14/01/2015;12;3;1
23/06/2014;19;1;1
20/06/2015;11;1;1
18/11/2014;22;5;3
08/03/2015;23;102;4
16/02/2016;20;103;2
10/08/2014;16;5;1
07/02/2014;16;6;1
01/07/2015;16;101;1
30/11/2014;16;102;2
06/02/2015;15;103;3
01/06/2015;18;104;5
03/06/2015;16;105;2
24/04/2015;10;201;3
11/09/2015;10;202;5
15/02/2016;16;203;6
22/08/2015;20;204;4
26/03/2015;24;1;2
17/04/2015;10;2;3
04/05/2015;12;3;8
02/03/2016;13;101;1
19/08/2014;18;102;2
15/03/2014;25;5;3
07/02/2016;17;6;4
19/07/2015;25;4;4
30/08/2014;23;203;4
04/10/2015;23;201;5
13/12/2014;25;5;5
07/12/2015;20;6;2
24/09/2014;16;101;2
09/02/2014;10;102;1
29/10/2014;19;103;1
06/10/2014;23;104;1
08/12/2014;15;105;1
18/11/2014;17;201;3
01/09/2014;17;202;4
08/02/2015;25;203;2
02/05/2014;10;204;1
28/02/2014;17;1;1
06/02/2014;24;2;1
04/07/2015;19;3;2
21/01/2015;16;101;3
19/06/2015;12;102;5
23/09/2015;17;5;2
04/03/2015;15;6;3
28/06/2015;11;4;5
01/05/2014;24;203;6
19/05/2014;25;201;4
05/01/2016;12;5;2
23/07/2014;20;6;3
04/08/2014;22;101;8
24/10/2014;18;102;1
08/07/2015;17;103;2
12/07/2014;21;104;3
12/01/2015;11;105;4
14/12/2014;13;201;4
11/03/2014;22;202;4
23/04/2014;10;203;5
09/06/2015;15;204;5
08/11/2015;21;1;2
12/02/2016;18;2;2
02/09/2014;21;3;1
18/06/2014;10;101;1
24/02/2015;23;105;1
28/01/2015;16;4;1
07/12/2014;19;1;3
05/02/2015;18;1;4
27/07/2015;12;1;2
30/08/2015;21;2;1
15/07/2014;13;3;1
02/10/2014;19;1;1
02/03/2014;21;1;2
25/03/2014;15;5;3
06/09/2014;24;102;5
11/08/2015;19;103;2
23/10/2014;18;5;3
23/02/2015;23;6;5
25/10/2015;19;101;6
14/12/2015;21;102;4
29/12/2014;12;103;2
17/06/2015;22;104;3
23/02/2014;24;105;8
12/06/2015;25;201;1
28/12/2015;10;202;2
20/11/2015;23;203;3
13/01/2014;19;204;4
04/04/2014;13;1;4
07/01/2016;25;2;4
07/11/2014;12;3;5
24/03/2014;13;101;5
05/09/2015;15;102;2
18/05/2014;15;5;2
14/02/2015;14;6;1
05/02/2015;10;4;1
10/03/2016;22;203;1
07/06/2014;25;201;1
16/02/2015;11;5;3
01/11/2014;22;6;4
21/08/2015;16;101;2
21/01/2016;16;102;1
20/10/2015;20;103;1
20/04/2014;13;104;1
07/06/2014;23;105;2
28/01/2015;24;201;3
27/06/2014;24;202;5
09/03/2015;20;203;2
30/04/2015;14;204;3
26/01/2016;19;1;5
07/12/2015;13;2;6
14/07/2014;22;3;4
21/01/2015;20;101;2
29/03/2014;20;102;3
08/07/2015;21;5;8
09/09/2014;19;6;1
23/09/2015;24;4;2
17/12/2014;23;203;3
12/09/2014;25;201;4
13/03/2014;22;5;4
09/03/2016;24;6;4
03/08/2015;13;101;5
26/04/2015;22;102;5
26/02/2015;25;103;2
17/09/2015;10;104;2
22/01/2015;17;105;1
01/08/2015;14;201;1
23/10/2015;11;202;1
13/02/2014;16;203;1
13/11/2014;12;204;3
22/02/2015;10;1;4
15/01/2016;23;2;2
30/08/2014;12;3;1
07/05/2014;17;101;1
14/12/2014;24;105;1
24/05/2014;20;4;2
02/01/2016;14;1;3
06/08/2014;18;1;5
18/08/2015;10;1;2
25/10/2015;10;2;3
29/01/2016;25;3;5
14/02/2016;25;1;6
21/04/2014;13;1;4
04/04/2015;11;5;2
19/02/2014;18;102;3
17/12/2015;21;103;8
05/08/2015;13;5;1
29/08/2014;10;6;2
28/01/2016;10;101;3
21/11/2015;25;102;4
09/09/2014;16;103;4
23/10/2015;21;104;4
20/12/2015;14;105;5
05/07/2014;25;201;5
10/06/2015;11;202;2
27/01/2015;25;203;2
09/07/2014;19;204;1
06/11/2014;22;1;1
18/09/2015;14;2;1
24/09/2014;19;3;1
04/08/2015;16;101;3
14/07/2015;19;102;4
25/02/2014;21;5;2
15/08/2015;16;6;1
05/04/2015;24;4;1
30/07/2015;22;203;1
20/01/2015;18;201;2
20/12/2014;16;5;3
05/02/2014;21;6;5
10/07/2014;22;101;2
02/06/2014;25;102;3
08/02/2016;11;103;5
29/11/2015;14;104;6
13/02/2015;24;105;4
14/04/2014;19;201;2
31/10/2015;11;202;3
04/06/2015;25;203;8
21/07/2014;10;204;1
11/01/2014;14;1;2
29/06/2014;16;2;3
02/07/2014;11;3;4
28/10/2014;18;101;4
17/01/2016;10;102;4
18/10/2014;14;5;5
26/05/2014;17;6;5
21/02/2014;25;4;2
03/03/2016;17;203;2
22/05/2015;17;201;1
22/04/2015;13;5;1
14/05/2014;12;6;1
27/05/2014;25;101;1
04/06/2015;12;102;3
22/10/2014;23;103;4
05/01/2016;10;104;2
27/02/2014;13;105;1
29/11/2014;16;201;1
28/06/2015;11;202;1
29/05/2015;17;203;2
24/08/2015;14;204;3
29/04/2015;24;1;5
10/07/2014;11;2;2
10/10/2014;14;3;3
08/12/2014;19;101;5
01/08/2014;15;105;6
07/04/2014;10;4;4
19/08/2014;16;1;2
08/01/2015;16;1;3
06/03/2016;12;1;8
13/11/2014;10;2;1
04/03/2014;19;3;2
13/04/2014;11;1;3
19/07/2014;22;1;4
22/03/2015;10;5;4
05/05/2014;24;102;4
25/01/2015;24;103;5
21/04/2014;10;5;5
01/06/2015;10;6;2
28/10/2014;11;101;2
13/06/2014;15;102;1
07/03/2015;23;103;1
24/05/2015;20;104;1
15/05/2014;18;105;1
08/06/2015;21;201;3
04/01/2015;10;202;4
12/02/2016;23;203;2
17/04/2014;13;204;1
19/12/2014;10;1;1
09/07/2014;24;2;1
11/11/2015;15;3;2
30/10/2015;16;101;3
30/11/2014;19;102;5
31/01/2015;17;5;2
23/06/2014;21;6;3
29/03/2015;19;4;5
13/02/2015;13;203;6
31/07/2014;11;201;4
26/02/2016;23;5;2
28/02/2015;17;6;3
04/03/2014;17;101;8
06/06/2014;22;102;1
25/12/2014;20;103;2
21/08/2015;16;104;3
31/07/2014;21;105;4
31/12/2014;13;201;4
01/11/2014;10;202;4
11/10/2014;20;203;5
20/11/2014;12;204;5
14/03/2015;22;1;2
19/04/2015;14;2;2
05/01/2016;18;3;1
27/09/2015;17;101;1
04/02/2014;21;102;1
31/03/2015;18;5;1
07/03/2014;13;6;3
09/05/2014;23;4;4
02/05/2015;20;203;2
17/04/2014;21;201;1
10/02/2016;25;5;1
22/12/2014;22;6;1
26/10/2015;13;101;2
10/03/2016;20;102;3
29/12/2015;20;103;5
02/02/2014;14;104;2
13/06/2015;10;105;3
09/06/2015;19;201;5
08/11/2015;22;202;6
09/09/2014;16;203;4
04/04/2014;20;204;2
12/02/2016;16;1;3
23/05/2015;15;2;8
05/12/2015;17;3;1
14/06/2015;11;101;2
25/02/2014;19;105;3
20/05/2015;22;4;4
09/03/2016;17;1;4
02/07/2014;13;1;4
06/02/2015;13;1;5
25/10/2014;25;2;5
13/09/2014;21;3;2
31/08/2015;10;1;2
16/11/2014;25;1;1
28/04/2015;20;5;1
22/10/2014;15;102;1
29/03/2014;18;103;1
15/03/2014;25;5;3
05/01/2015;16;6;4
23/11/2015;23;101;2
25/08/2014;24;102;1
12/06/2015;11;103;1
17/07/2014;19;104;1
12/09/2015;19;105;2
26/10/2015;20;201;3
29/06/2014;24;202;5
02/07/2014;21;203;2
04/05/2014;23;204;3
15/04/2014;17;1;5
16/11/2015;10;2;6
16/10/2014;14;3;4
31/01/2014;15;101;2
22/10/2014;11;102;3
15/11/2014;11;5;8
15/05/2014;21;6;1
20/02/2015;14;4;2
19/03/2015;14;203;3
11/03/2014;14;201;4
10/10/2014;24;5;4
10/02/2014;15;6;4
01/05/2014;12;101;5
28/05/2014;12;102;5
28/08/2015;21;103;2
01/09/2015;11;104;2
18/06/2014;11;105;1
29/09/2015;11;201;1
02/09/2015;10;202;1
31/01/2015;12;203;1
16/11/2015;14;204;3
28/09/2014;16;1;4
02/12/2014;21;2;2
15/07/2015;23;3;1
12/01/2016;14;101;1
20/09/2015;19;102;1
09/08/2014;14;5;2
17/02/2016;11;6;3
16/04/2015;18;4;5
28/02/2015;25;203;2
17/09/2015;23;201;3
16/10/2014;19;5;5
21/05/2014;13;6;6
10/03/2014;11;101;4
19/04/2015;21;102;2
13/05/2015;10;103;3
06/03/2016;23;104;8
11/01/2015;17;105;1
18/12/2015;21;201;2
08/07/2015;16;202;3
03/08/2015;25;203;4
25/07/2014;15;204;4
12/06/2015;24;1;4
23/12/2014;25;2;5
25/07/2015;15;3;5
12/12/2014;24;101;2
17/04/2014;10;105;2
27/05/2015;21;4;1
06/06/2014;15;1;1
28/04/2015;24;1;1
23/07/2015;20;1;1
05/02/2016;20;2;3
05/12/2015;16;3;4
22/08/2014;20;1;2
10/12/2014;17;1;1
04/07/2015;14;5;1
23/03/2014;23;102;1
28/05/2014;13;103;2
05/06/2015;23;5;3
04/01/2016;12;6;5
29/12/2015;11;101;2
05/11/2015;19;102;3
12/10/2015;20;103;5
29/06/2015;16;104;6
10/02/2015;19;105;4
31/07/2014;19;201;2
12/07/2015;21;202;3
22/07/2015;24;203;8
04/03/2016;15;204;1
06/03/2015;20;1;2
12/11/2015;16;2;3
19/01/2016;10;3;4
25/09/2015;11;101;4
11/03/2015;21;102;4
11/04/2014;11;5;5
17/01/2014;16;6;5
13/07/2015;20;4;2
26/02/2015;14;203;2
15/05/2014;19;201;1
30/03/2014;19;5;1
25/10/2014;21;6;1
20/05/2015;14;101;1
11/02/2015;10;102;3
25/10/2015;15;103;4
18/07/2015;22;104;2
22/04/2015;21;105;1
04/09/2014;10;201;1
25/01/2014;21;202;1
16/02/2015;12;203;2
25/09/2015;19;204;3
22/11/2014;23;1;5
08/08/2015;14;2;2
09/03/2016;13;3;3
06/11/2015;11;101;5
01/08/2014;18;102;6
14/05/2015;23;5;4
18/08/2015;24;6;2
23/10/2014;21;4;3
27/04/2014;25;203;8
17/02/2016;11;201;1
03/02/2014;22;5;2
22/11/2014;15;6;3
19/06/2014;23;101;4
05/04/2014;19;102;4
25/05/2014;20;103;4
20/01/2016;24;104;5
20/02/2015;22;105;5
01/08/2015;20;201;2
02/02/2014;23;202;2
10/01/2015;14;203;1
07/01/2016;14;204;1
03/12/2015;18;1;1
10/09/2015;18;2;1
08/07/2015;12;3;3
06/01/2014;17;101;4
27/05/2015;17;105;2
04/09/2015;14;4;1
12/02/2015;23;1;1
20/09/2015;21;1;1
27/05/2015;20;1;2
16/10/2015;16;2;3
03/05/2014;14;3;5
06/03/2016;21;1;2
15/04/2014;18;1;3
09/05/2014;24;5;5
24/10/2014;11;102;6
29/04/2014;24;103;4
01/11/2014;22;5;2
07/01/2016;23;6;3
04/05/2014;15;101;8
25/02/2015;17;102;1
14/12/2015;15;103;2
14/09/2015;21;104;3
12/02/2016;17;105;4
15/01/2016;21;201;4
19/12/2015;24;202;4
23/12/2014;23;203;5
12/06/2015;24;204;5
04/04/2014;22;1;2
23/01/2016;10;2;2
24/08/2015;20;3;1
07/02/2014;17;101;1
25/12/2014;23;102;1
28/04/2014;13;5;1
14/02/2016;22;6;3
17/10/2014;12;4;4
31/03/2014;23;203;2
25/06/2015;22;201;1
09/05/2015;14;5;1
27/02/2015;11;6;1
17/06/2014;25;101;2
02/11/2015;21;102;3
25/03/2015;23;103;5
15/01/2016;21;104;2
06/07/2015;20;105;3
06/02/2014;25;201;5
22/01/2014;24;202;6
21/11/2014;20;203;4
31/07/2015;14;204;2
21/01/2014;19;1;3
23/01/2015;19;2;8
12/10/2015;16;3;1
25/02/2015;20;101;2
24/08/2015;12;102;3
20/03/2014;25;5;4
30/12/2015;13;6;4
10/11/2015;16;4;4
02/03/2016;20;203;5
01/12/2014;19;201;5
08/09/2015;13;5;2
25/10/2015;21;6;2
16/10/2015;16;101;1
17/03/2015;17;102;1
01/03/2016;11;103;1
11/02/2016;24;104;1
27/02/2014;22;105;3
11/05/2014;12;201;4
29/10/2015;19;202;2
02/01/2014;15;203;1
10/01/2016;24;204;1
20/03/2014;15;1;1
12/02/2014;19;2;2
